City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bangalore,2015-02-09,270.0,331.6,6.9,4.6,157.0,22.1,9.34,63.3,174.6,18.11,19.2,4.93,64.4,Severe
Delhi,2015-02-10,262.9,178.7,75.4,34.7,188.0,39.8,1.08,2.5,142.6,5.22,27.63,0.9,437.3,Very Poor
Mumbai,2015-02-10,183.3,50.4,62.9,56.6,164.0,25.8,9.44,69.3,192.2,8.23,29.32,9.21,352.7,Poor
Chennai,2015-02-10,99.7,576.2,132.7,46.4,73.5,47.3,5.14,61.3,46.8,7.51,7.72,6.41,474.7,Poor
Kolkata,2015-02-10,162.9,266.0,53.3,2.2,194.0,1.6,5.95,47.6,17.5,0.88,10.38,5.5,295.8,Very Poor
Bangalore,2015-02-10,419.1,43.5,80.1,35.5,239.7,28.1,4.99,22.3,40.9,2.1,18.98,3.48,440.1,Poor
Delhi,2015-02-11,87.9,210.8,30.8,149.5,197.5,9.6,6.64,34.9,72.4,12.5,10.86,7.25,26.7,Severe
Mumbai,2015-02-11,221.3,155.1,98.7,120.6,93.5,3.9,4.03,7.0,33.9,8.42,4.74,1.53,493.6,Very Poor
Chennai,2015-02-11,79.8,225.9,191.9,138.9,86.1,15.3,4.21,2.5,151.7,19.93,4.89,0.83,496.7,Very Poor
Kolkata,2015-02-11,265.3,229.5,56.1,78.7,244.5,6.3,8.29,57.7,91.6,16.68,17.9,4.03,306.8,Good
Bangalore,2015-02-11,127.8,526.8,179.1,134.0,0.3,33.8,1.79,91.1,14.8,5.96,25.3,1.86,367.5,Poor
Delhi,2015-02-12,416.1,398.4,145.2,127.7,247.4,45.7,3.24,8.0,27.4,19.31,8.2,3.46,413.9,Satisfactory
Mumbai,2015-02-12,212.7,132.7,108.4,47.0,37.3,28.5,5.09,29.7,30.9,3.98,23.32,9.81,300.9,Severe
Chennai,2015-02-12,414.9,99.5,36.8,111.2,77.2,38.1,3.25,69.7,164.7,2.51,15.79,8.25,209.8,Satisfactory
Kolkata,2015-02-12,458.1,277.6,133.4,62.8,5.1,6.4,6.46,79.6,55.0,6.47,25.44,2.38,453.4,Moderate
Bangalore,2015-02-12,318.1,363.3,79.6,121.0,33.3,31.0,7.97,66.8,172.9,2.98,14.14,5.64,355.9,Poor
Delhi,2015-02-13,64.2,531.8,24.7,50.7,168.3,18.3,1.17,7.3,122.4,10.75,19.5,3.53,205.5,Poor
Mumbai,2015-02-13,9.8,449.1,113.5,84.1,114.3,22.1,5.65,76.3,134.8,12.53,7.66,2.69,44.8,Good
Chennai,2015-02-13,262.6,479.1,124.4,63.7,114.8,4.5,8.74,47.1,105.0,19.29,7.32,8.96,426.9,Good
Kolkata,2015-02-13,142.6,47.3,195.7,24.0,163.9,23.9,4.38,61.5,189.9,9.09,29.48,3.69,486.9,Moderate
Bangalore,2015-02-13,98.7,170.3,76.9,102.2,218.9,36.4,1.24,98.6,72.7,19.58,29.62,7.93,330.6,Moderate
Delhi,2015-02-14,381.0,226.1,56.2,137.1,89.2,48.1,8.28,88.5,134.2,5.89,14.48,4.03,493.5,Poor
Mumbai,2015-02-14,160.2,138.2,95.2,54.7,173.7,5.5,3.87,37.0,34.6,3.89,28.56,8.78,299.8,Poor
Chennai,2015-02-14,366.0,213.6,5.8,54.6,128.8,20.7,0.62,7.2,109.7,0.3,26.43,0.64,142.1,Moderate
Kolkata,2015-02-14,90.9,239.9,50.1,69.9,229.9,8.7,4.36,3.8,57.3,16.51,25.02,8.31,14.4,Severe
Bangalore,2015-02-14,308.9,324.1,62.1,77.5,111.0,32.9,5.28,91.4,124.7,14.66,21.18,4.01,75.0,Poor
Delhi,2015-02-15,389.3,412.5,71.4,85.3,167.1,27.1,9.15,60.6,41.6,2.33,15.98,9.75,9.8,Severe
Mumbai,2015-02-15,237.0,430.7,91.9,124.9,13.3,16.3,6.29,9.2,9.7,18.9,23.27,1.44,295.7,Very Poor
Chennai,2015-02-15,232.9,298.4,81.7,131.6,183.9,47.1,7.89,11.5,29.0,6.61,6.82,1.08,79.6,Good
Kolkata,2015-02-15,430.0,584.0,123.2,5.4,227.2,32.8,1.74,49.1,98.0,14.19,20.79,6.11,85.7,Severe
Bangalore,2015-02-15,148.2,233.0,167.4,70.1,145.2,44.7,2.2,77.6,46.2,9.52,14.57,9.62,52.2,Poor
Delhi,2015-02-16,65.4,70.3,49.0,43.2,80.0,22.6,4.59,30.2,31.9,2.72,19.29,6.46,118.1,Poor
Mumbai,2015-02-16,164.8,289.7,196.4,136.1,55.8,5.2,6.53,89.7,84.1,16.46,16.04,0.91,334.3,Moderate
Chennai,2015-02-16,482.4,466.1,139.5,69.7,235.9,17.1,0.16,32.4,19.9,14.24,2.19,9.6,182.1,Very Poor
Kolkata,2015-02-16,483.9,302.3,44.9,54.9,237.9,34.2,3.97,4.2,65.7,4.84,11.45,1.31,482.7,Very Poor
Bangalore,2015-02-16,63.0,58.1,73.3,61.6,249.8,8.5,8.63,6.0,86.4,5.22,23.03,4.67,274.3,Very Poor
Delhi,2015-02-17,355.9,417.6,182.8,5.5,64.6,6.8,0.31,22.2,140.9,13.53,26.99,8.83,464.4,Severe
Mumbai,2015-02-17,167.1,230.3,3.2,14.0,2.1,8.6,9.34,51.8,9.7,0.04,12.74,5.75,488.4,Moderate
Chennai,2015-02-17,262.1,104.6,81.6,82.5,26.4,32.6,8.58,52.5,52.8,0.96,19.03,4.13,152.5,Severe
Kolkata,2015-02-17,319.1,446.7,92.2,72.9,244.2,21.9,7.33,58.2,171.9,7.2,8.38,1.38,157.2,Poor
Bangalore,2015-02-17,475.1,186.4,157.4,15.7,233.3,37.6,5.58,99.3,137.5,5.16,7.4,1.52,125.1,Moderate
Delhi,2015-02-18,252.3,553.2,103.6,11.2,4.9,20.0,0.78,82.4,7.8,17.96,20.74,2.09,208.6,Very Poor
Mumbai,2015-02-18,234.0,137.0,149.5,65.1,222.3,17.9,4.87,1.0,60.6,18.32,11.7,6.39,182.3,Very Poor
Chennai,2015-02-18,151.2,166.2,144.7,83.2,81.8,34.7,7.07,28.9,111.6,8.31,29.71,8.8,71.1,Moderate
Kolkata,2015-02-18,356.3,268.1,120.6,91.2,181.0,19.4,4.37,35.6,101.0,16.42,7.94,3.26,334.6,Moderate
Bangalore,2015-02-18,355.2,376.8,59.8,91.9,224.3,11.6,2.71,52.0,31.8,10.76,13.13,7.34,340.5,Severe
Delhi,2015-02-19,450.2,576.9,82.2,74.7,74.8,3.1,7.77,81.9,163.1,7.9,4.41,3.08,456.4,Good
Mumbai,2015-02-19,215.8,263.0,142.6,99.4,165.3,36.8,0.99,47.9,19.6,3.85,28.41,8.4,144.6,Satisfactory
Chennai,2015-02-19,323.6,227.0,15.3,116.0,205.3,46.0,0.39,54.4,69.9,4.64,20.17,1.04,343.2,Severe
Kolkata,2015-02-19,350.5,239.0,173.0,20.9,116.4,45.3,8.29,46.0,198.4,14.91,13.64,1.09,53.2,Severe
Bangalore,2015-02-19,460.0,531.0,30.1,40.0,53.6,48.3,3.97,46.6,58.9,16.99,19.27,3.27,290.1,Good
Delhi,2015-02-20,318.0,329.0,6.1,64.2,16.6,41.1,1.94,5.8,60.0,7.13,21.31,8.33,16.1,Severe
Mumbai,2015-02-20,137.2,412.1,29.7,64.0,90.1,11.6,0.4,11.7,112.9,7.13,28.74,0.48,31.3,Poor
Chennai,2015-02-20,240.8,445.2,159.7,106.7,40.9,11.9,8.55,28.2,115.8,18.01,24.41,7.82,232.3,Satisfactory
Kolkata,2015-02-20,177.0,301.5,76.0,7.0,40.6,29.0,8.92,39.1,47.4,4.61,27.22,8.83,40.3,Good
Bangalore,2015-02-20,345.0,217.8,151.5,115.1,219.8,7.6,1.17,32.2,174.7,10.56,16.06,2.97,110.2,Good
Delhi,2015-02-21,121.9,212.9,158.9,49.6,103.8,41.1,0.08,9.6,178.5,6.04,27.27,1.74,412.8,Moderate
Mumbai,2015-02-21,142.5,131.4,157.5,58.6,168.7,44.4,3.63,51.2,136.9,18.08,12.3,9.15,385.8,Severe
Chennai,2015-02-21,484.5,537.8,186.5,142.2,11.3,46.0,1.98,59.6,101.6,19.35,17.33,2.03,120.8,Moderate
Kolkata,2015-02-21,398.8,548.3,73.4,5.9,58.5,30.5,4.36,80.2,73.9,12.54,25.36,0.65,393.7,Very Poor
Bangalore,2015-02-21,438.0,510.7,160.2,43.7,65.1,46.5,3.85,23.8,30.4,4.62,8.7,4.95,253.4,Poor
Delhi,2015-02-22,190.3,388.7,135.2,75.4,65.5,22.8,1.79,28.6,34.3,19.66,16.12,9.09,136.1,Very Poor
Mumbai,2015-02-22,73.7,424.3,60.3,51.7,38.1,35.9,6.15,0.9,55.8,9.08,0.37,9.85,247.3,Severe
Chennai,2015-02-22,244.2,63.0,23.5,108.1,63.9,40.9,2.78,54.0,177.8,9.8,18.06,7.41,229.0,Poor
Kolkata,2015-02-22,434.1,431.8,176.5,117.4,96.6,30.2,9.85,28.8,106.7,0.94,26.73,9.3,314.5,Very Poor
Bangalore,2015-02-22,353.4,176.1,177.6,109.3,129.5,0.8,4.88,5.8,51.5,0.38,19.94,3.0,362.5,Moderate
Delhi,2015-02-23,318.1,553.9,184.9,62.7,13.2,15.4,7.9,62.8,166.5,9.97,24.42,9.87,305.5,Good
Mumbai,2015-02-23,384.0,454.2,151.5,145.4,117.9,6.9,6.99,86.8,68.6,12.78,7.28,7.69,156.0,Satisfactory
Chennai,2015-02-23,60.7,418.2,85.2,38.1,89.1,24.3,4.79,0.9,118.6,11.45,27.65,6.57,337.3,Poor
Kolkata,2015-02-23,415.9,313.2,144.4,18.7,100.8,7.6,0.62,15.7,7.8,2.7,10.81,2.73,65.5,Moderate
Bangalore,2015-02-23,159.9,326.1,132.7,33.0,104.3,13.1,8.86,27.4,139.6,18.34,9.65,5.12,13.2,Good
Delhi,2015-02-24,199.8,131.5,21.7,148.8,68.4,32.5,1.49,40.6,77.0,0.24,29.6,9.84,286.3,Severe
Mumbai,2015-02-24,333.4,167.8,47.0,55.6,217.5,50.0,4.94,25.7,14.5,12.85,19.58,0.75,18.8,Severe
Chennai,2015-02-24,403.2,152.7,194.1,97.2,55.5,18.0,0.74,24.8,141.0,1.31,10.59,4.57,189.6,Satisfactory
Kolkata,2015-02-24,149.5,572.0,61.9,68.0,151.8,47.1,0.91,99.4,162.4,19.14,10.99,4.66,237.2,Very Poor
Bangalore,2015-02-24,39.4,414.2,64.5,35.7,70.1,49.2,6.17,31.8,96.6,15.83,16.06,3.38,95.9,Poor
Delhi,2015-02-25,169.2,458.8,166.7,47.3,182.0,38.4,5.76,5.3,39.1,7.33,18.4,8.45,110.8,Poor
Mumbai,2015-02-25,258.2,547.7,185.0,131.4,176.7,17.5,6.35,28.2,3.2,7.51,23.31,1.6,161.3,Very Poor
Chennai,2015-02-25,214.2,378.4,144.0,53.1,119.4,12.3,3.45,53.8,102.2,18.37,26.02,7.9,464.3,Poor
Kolkata,2015-02-25,331.7,525.7,106.6,80.4,85.4,42.0,2.38,8.7,48.1,16.44,1.49,3.24,393.7,Moderate
Bangalore,2015-02-25,448.5,581.4,8.0,60.2,57.3,0.3,0.18,13.7,44.3,13.71,27.37,2.6,227.2,Very Poor
Delhi,2015-02-26,92.3,572.9,17.0,87.6,210.2,34.5,5.96,84.7,113.8,12.44,15.04,7.92,465.8,Severe
Mumbai,2015-02-26,391.7,35.4,31.0,109.4,53.9,21.2,8.05,50.9,95.8,2.16,4.79,1.08,440.4,Severe
Chennai,2015-02-26,168.2,328.7,78.4,81.3,45.6,3.6,2.64,42.1,72.4,14.92,2.9,7.53,151.7,Very Poor
Kolkata,2015-02-26,156.5,311.4,55.9,48.4,13.1,12.7,5.18,3.1,63.7,7.01,29.68,3.95,92.5,Severe
Bangalore,2015-02-26,356.0,523.7,189.9,125.4,71.1,9.9,1.17,63.9,75.1,14.74,13.28,1.14,492.4,Poor
Delhi,2015-02-27,60.5,74.8,163.2,55.4,85.8,33.9,1.28,79.0,168.7,3.97,27.22,8.75,335.7,Severe
Mumbai,2015-02-27,329.3,138.3,182.4,143.7,176.9,2.2,4.18,68.2,121.1,5.2,5.29,0.8,119.2,Good
Chennai,2015-02-27,43.6,547.5,124.4,3.4,126.3,24.6,9.88,82.6,157.3,2.38,13.12,4.08,182.1,Poor
Kolkata,2015-02-27,80.7,33.4,183.5,149.3,245.1,14.8,0.03,86.8,36.0,11.67,15.8,2.12,442.5,Very Poor
Bangalore,2015-02-27,463.2,535.2,82.4,121.0,10.5,3.8,0.31,33.7,149.2,9.34,27.58,9.02,160.5,Satisfactory
Delhi,2015-02-28,109.0,169.7,137.1,88.7,56.3,40.5,4.54,54.7,147.9,19.78,0.14,9.9,295.8,Severe
Mumbai,2015-02-28,77.9,422.0,74.7,27.5,17.2,28.8,3.5,23.7,36.7,11.73,19.59,6.64,491.4,Poor
Chennai,2015-02-28,496.5,503.7,192.0,36.8,51.9,47.5,5.63,75.5,171.7,17.11,10.58,2.62,54.0,Satisfactory
Kolkata,2015-02-28,389.3,297.3,171.1,93.9,112.3,11.3,6.81,43.4,19.7,19.76,4.22,0.28,283.9,Very Poor
Bangalore,2015-02-28,234.1,286.6,145.6,66.1,74.8,28.1,8.78,93.3,45.0,15.9,8.5,5.65,408.3,Good
Delhi,2015-03-01,382.8,305.1,36.5,149.4,185.2,37.7,5.45,89.7,145.9,3.82,17.77,4.1,353.7,Very Poor
Mumbai,2015-03-01,193.3,169.2,99.0,68.3,227.0,8.3,1.63,17.7,133.9,7.15,7.06,4.65,373.9,Poor
Chennai,2015-03-01,400.7,96.5,90.0,33.1,119.5,19.2,4.49,47.4,173.1,11.13,24.76,7.47,489.1,Good
Kolkata,2015-03-01,304.6,476.8,134.7,39.0,213.7,16.5,1.37,77.4,11.9,5.58,8.2,6.92,195.5,Good
Bangalore,2015-03-01,320.5,471.2,31.8,100.4,231.9,45.1,0.47,64.8,154.7,3.74,4.51,8.82,464.8,Moderate
Delhi,2015-03-02,343.1,439.0,35.9,141.3,121.0,44.3,9.66,55.8,18.8,10.98,14.44,4.54,108.5,Very Poor
Mumbai,2015-03-02,152.2,279.8,14.1,57.1,166.0,49.3,7.21,57.3,72.6,5.77,20.89,7.63,462.3,Severe
Chennai,2015-03-02,5.1,284.9,133.8,15.0,246.9,35.4,1.32,90.0,28.2,9.55,9.37,0.31,61.1,Very Poor
Kolkata,2015-03-02,488.9,330.8,40.7,21.1,73.9,11.0,9.15,33.9,167.3,15.47,9.81,9.51,72.2,Moderate
Bangalore,2015-03-02,197.2,61.7,155.7,13.7,67.4,44.1,9.96,25.7,172.7,14.04,10.09,0.09,123.4,Severe
Delhi,2015-03-03,154.6,531.1,139.3,53.0,14.4,19.5,2.57,76.5,62.9,1.9,0.36,4.09,142.4,Satisfactory
Mumbai,2015-03-03,123.9,256.6,118.4,4.5,22.7,34.2,2.38,10.6,94.3,10.97,10.14,5.77,472.2,Satisfactory
Chennai,2015-03-03,492.9,169.5,114.3,122.5,48.8,15.1,7.83,84.5,64.8,19.39,6.2,2.51,171.8,Good
Kolkata,2015-03-03,469.0,464.8,99.5,115.5,179.3,15.0,6.14,59.9,119.2,10.93,19.5,6.57,288.6,Moderate
Bangalore,2015-03-03,147.2,33.3,148.5,59.6,154.7,36.2,0.39,57.5,126.9,1.89,24.33,1.2,225.8,Severe
Delhi,2015-03-04,104.3,431.4,53.8,105.2,0.1,20.7,2.37,84.6,12.1,15.7,23.99,5.73,19.2,Very Poor
Mumbai,2015-03-04,70.6,413.3,83.0,143.9,190.3,13.6,7.68,84.9,38.0,18.08,6.72,8.93,224.8,Poor
Chennai,2015-03-04,377.8,358.0,75.8,64.2,248.8,14.1,3.52,69.0,165.1,14.16,27.97,7.53,179.9,Satisfactory
Kolkata,2015-03-04,281.9,195.1,190.1,19.2,39.8,0.3,5.26,57.6,181.8,8.77,27.86,8.67,481.8,Severe
Bangalore,2015-03-04,196.7,278.3,71.3,44.4,68.7,4.9,6.02,25.0,108.7,7.43,26.71,5.58,12.5,Moderate
Delhi,2015-03-05,267.4,418.6,8.2,134.9,68.7,32.1,5.79,29.5,167.7,17.66,22.3,9.05,103.7,Good
Mumbai,2015-03-05,479.4,391.2,108.6,75.5,42.1,31.2,8.97,51.5,147.3,0.98,18.27,9.89,365.9,Very Poor
Chennai,2015-03-05,488.9,84.8,168.5,130.0,203.3,11.4,9.65,32.0,83.8,16.06,11.08,8.03,366.1,Satisfactory
Kolkata,2015-03-05,392.9,65.3,180.5,148.0,37.1,20.1,4.06,14.8,128.3,0.06,21.8,5.94,373.9,Severe
Bangalore,2015-03-05,217.6,545.8,93.6,144.5,111.2,17.0,6.82,5.4,120.2,19.13,24.61,0.4,275.8,Very Poor
Delhi,2015-03-06,217.0,150.5,38.3,94.6,66.1,5.2,3.37,49.2,112.6,17.53,14.95,2.77,497.7,Poor
Mumbai,2015-03-06,457.2,112.0,37.4,73.1,126.6,44.9,9.06,98.6,127.6,6.58,12.43,5.26,442.2,Poor
Chennai,2015-03-06,385.5,188.1,88.9,55.6,200.8,1.0,4.87,14.8,30.8,17.74,20.56,2.16,442.4,Good
Kolkata,2015-03-06,480.4,577.8,41.7,76.7,179.6,24.3,7.17,82.5,167.0,9.84,22.79,6.16,158.1,Moderate
Bangalore,2015-03-06,33.5,391.5,100.2,8.0,194.2,5.2,9.8,51.1,132.4,14.0,23.06,4.82,425.8,Very Poor
Delhi,2015-03-07,341.0,103.3,21.2,134.5,21.0,28.7,8.73,72.7,50.8,13.47,13.07,7.85,172.7,Good
Mumbai,2015-03-07,234.6,117.5,66.0,148.9,148.0,46.5,3.61,59.8,117.1,12.11,10.41,2.49,174.2,Poor
Chennai,2015-03-07,441.8,107.4,45.7,37.5,227.4,38.1,5.91,56.8,132.3,1.38,14.16,2.89,369.9,Severe
Kolkata,2015-03-07,50.2,592.4,109.3,28.5,175.2,34.9,5.59,52.5,74.0,3.28,22.89,3.71,211.5,Good
Bangalore,2015-03-07,72.3,384.2,17.4,100.8,4.1,13.9,6.22,47.3,198.9,14.33,19.58,0.43,204.0,Poor
Delhi,2015-03-08,186.3,353.5,189.4,35.7,143.4,25.9,4.94,43.2,172.5,7.19,20.43,7.14,68.1,Good
Mumbai,2015-03-08,6.2,545.5,89.7,104.4,63.2,48.6,8.27,62.1,90.0,14.49,25.92,5.78,386.4,Moderate
Chennai,2015-03-08,80.0,550.9,26.0,124.3,16.8,7.4,7.84,4.7,111.7,10.09,0.2,8.5,492.1,Moderate
Kolkata,2015-03-08,340.5,597.9,7.7,92.0,235.6,3.1,8.26,61.9,8.6,15.5,4.98,2.86,453.3,Moderate
Bangalore,2015-03-08,314.7,280.0,77.5,93.2,179.7,7.8,5.68,14.4,177.3,15.69,16.64,0.44,10.2,Severe
Delhi,2015-03-09,454.9,369.8,55.5,142.0,83.2,5.0,2.34,36.1,4.7,19.86,14.62,9.4,368.9,Moderate
Mumbai,2015-03-09,191.9,322.1,38.5,142.2,200.2,40.8,4.05,17.7,63.8,12.49,5.97,5.99,166.8,Moderate
Chennai,2015-03-09,460.5,155.6,104.7,79.7,26.8,41.9,6.53,41.7,21.7,16.36,1.74,8.75,457.5,Moderate
Kolkata,2015-03-09,381.5,468.1,183.1,46.3,216.0,14.0,1.81,36.3,128.7,0.8,2.16,7.53,173.5,Moderate
Bangalore,2015-03-09,362.7,110.1,154.6,83.8,90.4,6.0,8.65,55.8,197.9,10.45,20.14,0.79,498.0,Good
Delhi,2015-03-10,59.5,293.3,10.3,145.1,23.5,40.8,5.14,27.4,62.6,7.75,19.09,9.32,20.8,Very Poor
Mumbai,2015-03-10,151.0,223.6,196.8,12.7,246.1,49.5,9.68,40.3,196.1,2.61,8.5,9.26,111.1,Severe
Chennai,2015-03-10,70.7,175.8,199.6,71.3,219.3,5.8,7.44,1.4,42.0,1.54,2.53,0.88,443.5,Very Poor
Kolkata,2015-03-10,145.5,260.6,10.9,117.2,107.0,33.0,8.94,33.8,92.7,16.62,15.06,2.53,457.2,Moderate
Bangalore,2015-03-10,361.6,470.5,74.0,141.8,34.7,45.8,6.89,92.3,95.9,16.07,6.96,6.86,472.6,Poor
Delhi,2015-03-11,392.8,507.7,50.0,132.2,222.8,3.3,2.96,5.9,43.5,1.04,5.99,2.08,246.4,Poor
Mumbai,2015-03-11,310.2,270.7,154.3,38.7,102.8,39.0,7.8,94.2,110.7,10.07,29.78,3.1,101.4,Good
Chennai,2015-03-11,462.4,438.2,49.2,63.4,58.6,35.2,5.4,17.9,91.0,0.37,22.98,4.63,438.7,Poor
Kolkata,2015-03-11,455.4,196.5,130.3,76.0,220.3,23.9,3.32,14.9,165.0,11.68,5.76,1.51,359.3,Moderate
Bangalore,2015-03-11,5.3,306.2,58.3,78.5,69.6,13.3,2.85,65.6,157.4,5.95,15.81,4.37,246.5,Very Poor
Delhi,2015-03-12,351.1,45.8,191.9,147.7,93.6,49.6,8.38,82.6,107.6,6.47,1.77,3.83,376.3,Moderate
Mumbai,2015-03-12,428.5,291.7,24.6,2.0,61.1,25.1,7.41,70.7,46.1,17.31,15.47,4.06,63.4,Severe
Chennai,2015-03-12,68.9,239.9,197.1,16.3,207.2,44.0,0.66,6.7,113.6,5.45,4.45,6.41,320.3,Moderate
Kolkata,2015-03-12,419.2,128.7,74.4,115.5,96.9,32.0,3.8,89.5,104.7,4.77,11.49,5.17,321.1,Moderate
Bangalore,2015-03-12,156.2,558.5,22.8,8.3,193.7,3.0,8.97,90.2,136.9,7.93,21.42,7.63,183.3,Very Poor
Delhi,2015-03-13,134.0,114.7,139.8,96.8,115.8,4.2,2.91,92.0,174.9,10.97,8.94,7.47,176.3,Poor
Mumbai,2015-03-13,184.7,444.8,110.3,29.4,20.0,17.3,6.28,20.9,112.2,16.07,20.47,3.02,243.9,Moderate
Chennai,2015-03-13,80.9,525.4,146.2,118.7,235.7,48.7,2.04,39.7,99.4,11.64,1.06,9.43,389.9,Poor
Kolkata,2015-03-13,493.1,371.7,148.8,110.6,76.6,24.4,2.87,2.3,33.1,8.58,9.05,4.55,154.1,Poor
Bangalore,2015-03-13,496.9,129.7,73.2,58.1,173.3,16.2,2.46,33.6,16.9,9.13,16.76,6.81,316.6,Severe
Delhi,2015-03-14,130.0,235.0,56.6,4.6,170.8,25.2,3.19,60.5,189.6,12.6,29.97,7.22,74.1,Moderate
Mumbai,2015-03-14,375.8,253.9,157.7,62.5,83.7,24.5,5.35,76.1,125.7,4.03,13.72,5.91,74.5,Poor
Chennai,2015-03-14,416.8,378.7,98.2,85.4,72.9,29.7,3.23,26.1,117.5,17.49,21.86,7.04,280.4,Severe
Kolkata,2015-03-14,145.0,564.4,105.4,115.8,49.6,22.3,8.93,40.6,54.8,12.75,28.85,6.99,277.6,Very Poor
Bangalore,2015-03-14,60.6,186.0,53.0,59.1,200.6,22.1,1.03,48.5,102.2,7.74,2.64,4.02,391.4,Severe
Delhi,2015-03-15,429.2,20.0,99.7,45.4,69.3,41.4,7.73,93.0,67.2,8.42,2.81,3.1,467.3,Satisfactory
Mumbai,2015-03-15,430.9,40.1,96.9,20.1,178.6,31.7,5.64,83.8,41.6,18.51,17.26,9.22,376.4,Very Poor
Chennai,2015-03-15,345.9,333.4,4.7,88.1,34.4,37.0,4.97,84.3,105.2,1.31,15.56,3.82,216.5,Good
Kolkata,2015-03-15,380.3,446.7,171.3,138.3,200.0,29.9,6.67,42.6,152.2,15.51,23.73,9.06,357.2,Satisfactory
Bangalore,2015-03-15,50.0,60.8,75.6,3.3,164.8,9.6,1.86,45.1,44.0,9.95,14.27,5.8,486.2,Poor
Delhi,2015-03-16,155.4,358.4,114.2,62.8,232.0,25.3,0.82,9.7,89.1,18.77,20.97,1.22,436.1,Poor
Mumbai,2015-03-16,43.5,458.1,9.1,99.6,54.2,3.5,4.99,72.3,58.1,5.6,10.46,1.56,90.3,Satisfactory
Chennai,2015-03-16,383.0,424.2,66.9,72.9,185.2,7.8,9.96,91.1,151.3,9.81,1.41,8.83,142.2,Very Poor
Kolkata,2015-03-16,207.1,165.5,162.7,94.7,6.5,29.2,7.92,14.8,23.3,0.13,7.09,1.34,100.9,Very Poor
Bangalore,2015-03-16,493.3,567.3,64.2,8.9,173.3,5.6,2.08,57.4,85.2,17.23,0.19,0.07,157.5,Poor
Delhi,2015-03-17,348.1,361.7,91.9,139.4,88.6,49.4,1.82,60.5,67.7,11.5,16.82,3.59,42.4,Severe
Mumbai,2015-03-17,427.8,106.6,105.1,39.8,240.8,42.1,8.64,12.3,193.4,1.91,26.9,6.36,490.5,Moderate
Chennai,2015-03-17,171.4,463.6,34.6,23.0,214.3,29.4,8.02,34.5,44.9,9.76,18.61,3.09,235.2,Poor
Kolkata,2015-03-17,31.5,362.1,156.0,73.8,240.7,38.5,7.03,33.7,61.5,14.01,29.71,7.95,477.9,Poor
Bangalore,2015-03-17,220.7,322.2,55.5,58.4,125.8,27.3,6.57,58.6,123.4,8.9,8.07,3.63,289.5,Moderate
Delhi,2015-03-18,441.6,289.1,92.1,131.6,47.9,34.0,3.31,54.3,185.5,3.76,12.83,3.21,403.6,Poor
Mumbai,2015-03-18,467.9,580.5,162.3,70.4,78.0,33.2,6.29,62.3,196.1,16.13,11.52,7.54,426.5,Very Poor
Chennai,2015-03-18,386.2,10.8,135.0,35.0,175.1,6.6,4.5,72.1,171.0,14.98,15.51,6.23,195.5,Severe
Kolkata,2015-03-18,243.7,92.3,44.0,70.5,46.0,4.8,0.79,64.6,37.3,17.47,19.99,4.39,256.2,Satisfactory
Bangalore,2015-03-18,112.7,466.3,135.8,100.2,221.1,40.3,5.25,99.6,33.1,13.79,0.7,2.1,31.3,Moderate
Delhi,2015-03-19,134.6,542.3,104.6,94.3,185.4,9.6,4.72,36.9,102.4,15.63,28.78,8.94,280.8,Very Poor
Mumbai,2015-03-19,73.5,582.4,166.2,148.6,56.9,13.6,6.06,32.3,195.1,3.76,16.63,2.65,225.9,Poor
Chennai,2015-03-19,476.8,580.7,0.0,18.9,17.6,45.2,8.97,58.6,138.1,13.2,12.66,4.44,338.2,Satisfactory
Kolkata,2015-03-19,62.6,449.5,54.0,52.2,70.9,26.8,6.67,89.2,197.1,11.03,8.45,9.82,446.3,Moderate
Bangalore,2015-03-19,246.6,489.0,31.9,139.9,232.5,16.2,7.54,13.5,133.1,7.12,15.77,4.76,360.9,Poor
Delhi,2015-03-20,102.7,348.6,108.7,130.1,151.2,17.7,4.24,91.3,151.7,10.58,22.24,2.27,295.2,Satisfactory
Mumbai,2015-03-20,281.8,267.7,160.0,70.0,142.6,6.8,9.58,98.9,85.0,10.03,25.03,9.71,431.5,Moderate
Chennai,2015-03-20,484.7,500.7,39.2,125.4,58.6,19.0,0.79,73.3,10.0,12.51,24.54,7.64,342.6,Satisfactory
Kolkata,2015-03-20,127.1,11.7,41.4,29.0,13.7,11.8,6.31,7.8,175.9,19.97,2.26,3.51,111.0,Good
Bangalore,2015-03-20,17.5,395.7,59.1,143.2,60.5,34.7,9.41,1.0,69.0,15.79,0.98,8.5,84.1,Severe
Delhi,2015-03-21,117.6,424.2,191.5,83.7,172.2,19.8,8.62,70.2,18.7,7.77,12.65,3.11,104.5,Very Poor
Mumbai,2015-03-21,443.6,143.4,4.7,67.0,191.9,1.9,2.27,49.2,32.9,2.15,20.94,5.23,316.9,Very Poor
Chennai,2015-03-21,87.8,113.8,70.6,13.3,188.0,44.6,4.28,14.1,28.0,0.06,6.09,2.98,314.9,Moderate
Kolkata,2015-03-21,323.9,537.1,5.3,24.6,18.9,43.4,7.58,17.0,115.7,18.67,29.88,3.63,207.3,Good
